id,booking_status_pred,Probability
48253,0,0.45530298
48254,0,0.060588464
48255,0,0.054663245
48256,0,0.025899371
48257,1,0.880767
48258,0,0.3778168
48259,0,0.28667918
48260,1,0.62243664
48261,0,0.17981958
48262,0,0.23453662
48263,0,0.15075472
48264,0,0.4172852
48265,1,0.59211594
48266,0,0.08241886
48267,0,0.114066534
48268,0,0.21284111
48269,0,0.00039132583
48270,1,0.7885227
48271,0,0.089262895
48272,0,0.45447856
48273,1,0.66607845
48274,0,0.15152493
48275,0,0.18227059
48276,0,0.009622335
48277,1,0.67930967
48278,0,0.09552093
48279,0,0.069449134
48280,0,0.21507598
48281,0,0.31808805
48282,0,0.24030754
48283,1,0.9595333
48284,1,0.5019452
48285,0,0.26591343
48286,1,0.5053407
48287,0,0.12039406
48288,0,0.13884349
48289,0,0.13579866
48290,0,0.08992898
48291,1,0.50605106
48292,0,0.067011505
48293,0,0.28550708
48294,1,0.6187039
48295,0,0.3901978
48296,0,0.45941955
48297,0,0.30370685
48298,0,4.6639528e-08
48299,1,0.94131684
48300,0,0.0040558036
48301,1,0.61881936
48302,0,0.06083741
48303,0,0.0017437298
48304,1,0.6996541
48305,0,0.43045697
48306,1,0.7027231
48307,1,0.92167753
48308,1,0.7805047
48309,0,0.11824694
48310,0,0.47208604
48311,1,0.7450572
48312,0,0.02771332
48313,0,0.08116229
48314,0,0.4753383
48315,1,0.8525219
48316,0,0.086730145
48317,1,0.65667266
48318,0,0.041823335
48319,1,0.9546563
48320,1,0.63762754
48321,0,0.033684913
48322,1,0.7564018
48323,0,0.1804846
48324,0,0.13691753
48325,1,0.60098416
48326,1,0.7967917
48327,0,0.39945847
48328,0,0.23507576
48329,1,0.5857903
48330,1,0.86969554
48331,0,0.0971105
48332,1,0.829161
48333,1,0.8153847
48334,0,0.020408817
48335,0,0.13973577
48336,0,0.15893075
48337,0,0.19744755
48338,1,0.6601143
48339,0,0.046396542
48340,1,0.7976191
48341,0,0.15690605
48342,0,0.21249858
48343,0,0.23742972
48344,0,0.32669416
48345,0,0.19098747
48346,0,0.0036517547
48347,0,0.13609979
48348,0,0.24740732
48349,1,0.64099747
48350,1,0.56216985
48351,1,0.9602399
48352,0,0.021030048
48353,1,0.54939103
48354,1,0.7137234
48355,1,0.58164006
48356,0,1.06047e-05
48357,0,0.187568
48358,1,0.8752024
48359,1,0.6187448
48360,0,0.22139753
48361,1,0.6337653
48362,0,0.22923046
48363,1,0.81202483
48364,0,0.1263833
48365,1,0.69753516
48366,0,0.18144517
48367,1,0.716078
48368,1,0.59410095
48369,0,0.43963608
48370,1,0.8818682
48371,1,0.79594314
48372,0,0.43476325
48373,1,0.832589
48374,1,0.9318841
48375,0,0.44799206
48376,0,0.044490483
48377,1,0.8127501
48378,1,0.829308
48379,0,0.005079958
48380,0,0.025029942
48381,0,0.012622144
48382,1,0.7561149
48383,0,0.0551278
48384,0,0.08117558
48385,0,0.09463829
48386,0,0.004642668
48387,0,0.01663321
48388,0,0.19243567
48389,0,0.0013764689
48390,0,0.12327518
48391,1,0.9307332
48392,1,0.59821683
48393,0,0.49982047
48394,0,0.100850016
48395,1,0.9622805
48396,0,0.10810333
48397,0,0.2513987
48398,1,0.5053207
48399,0,0.18467446
48400,0,0.28344172
48401,0,0.21857041
48402,0,0.42859608
48403,1,0.5354969
48404,0,0.0207424
48405,0,0.26978138
48406,0,0.19332625
48407,0,0.010934853
48408,0,0.17993769
48409,1,0.87816805
48410,0,0.4843062
48411,0,0.23401201
48412,0,0.23663996
48413,1,0.952244
48414,0,0.031966873
48415,1,0.6654728
48416,1,0.9562543
48417,0,0.01668077
48418,0,0.053512063
48419,0,0.20723915
48420,0,0.27621046
48421,0,0.06965041
48422,0,0.38568
48423,0,0.23122196
48424,1,0.75283086
48425,1,0.511026
48426,1,0.8627501
48427,1,0.9695682
48428,0,0.3827804
48429,0,0.14054719
48430,0,0.07386776
48431,0,0.16119047
48432,1,0.8907481
48433,0,0.12375166
48434,1,0.96063423
48435,0,0.15105274
48436,1,0.8575817
48437,0,0.29668865
48438,0,0.16206641
48439,1,0.742574
48440,1,0.6639685
48441,0,0.20200299
48442,1,0.5098789
48443,0,0.045921344
48444,0,0.350571
48445,0,0.1614727
48446,1,0.64736825
48447,1,0.86939925
48448,0,0.37222132
48449,1,0.69880295
48450,0,0.19503413
48451,1,0.65083325
48452,1,0.91227597
48453,1,0.5777156
48454,0,0.0072542354
48455,0,0.07230162
48456,1,0.746743
48457,0,0.2673762
48458,1,0.7126446
48459,0,0.18541285
48460,1,0.51039714
48461,1,0.91673064
48462,1,0.8256835
48463,0,0.19199388
48464,0,0.20850958
48465,1,0.85310227
48466,1,0.8364657
48467,1,0.7910858
48468,1,0.789519
48469,1,0.81473815
48470,0,0.2778246
48471,1,0.75250894
48472,1,0.56236076
48473,0,0.077478975
48474,0,0.28550106
48475,0,0.07152343
48476,1,0.8527557
48477,1,0.5116274
48478,0,0.13348073
48479,0,0.4693115
48480,0,7.759543e-05
48481,0,0.33091456
48482,0,0.37542757
48483,0,0.27785468
48484,1,0.80817956
48485,0,0.0001041577
48486,0,0.4657821
48487,1,0.82722473
48488,1,0.7958687
48489,0,0.1703971
48490,0,0.27506575
48491,0,0.27282664
48492,0,0.1888582
48493,1,0.68705106
48494,1,0.5547336
48495,0,0.3212969
48496,0,0.14837077
48497,0,0.17777705
48498,1,0.80547595
48499,0,0.1851974
48500,0,0.16823912
48501,0,0.011345431
48502,0,0.43190435
48503,0,0.21806335
48504,0,0.22646543
48505,1,0.77317894
48506,0,0.49703708
48507,0,0.1346475
48508,0,0.39096063
48509,0,0.28879195
48510,0,0.0063064564
48511,1,0.82241315
48512,0,0.03713281
48513,0,0.011591132
48514,1,0.8460201
48515,0,0.38417447
48516,0,0.22006463
48517,0,0.06645292
48518,0,0.46248817
48519,0,0.014782005
48520,1,0.94644916
48521,0,0.47228912
48522,0,0.17015478
48523,0,0.37053478
48524,1,0.7963913
48525,0,0.1945798
48526,1,0.5177082
48527,1,0.65979016
48528,1,0.68004847
48529,0,0.08826137
48530,0,0.04368346
48531,0,0.19119258
48532,0,0.13470037
48533,0,0.18780613
48534,0,0.1223119
48535,0,0.33172646
48536,1,0.79456574
48537,0,0.45730835
48538,0,0.3844876
48539,0,0.26977384
48540,1,0.6889988
48541,1,0.8298344
48542,1,0.9026186
48543,0,0.15999836
48544,0,0.1318536
48545,0,0.18145132
48546,0,0.32255536
48547,0,0.15699172
48548,0,0.3749878
48549,1,0.84464496
48550,1,0.77063495
48551,0,0.3227608
48552,0,0.06586473
48553,0,0.1137975
48554,0,0.17683008
48555,0,0.30508602
48556,0,0.030158281
48557,1,0.9404536
48558,1,0.8541689
48559,0,0.20664243
48560,0,0.21725154
48561,0,0.39786896
48562,0,0.15131909
48563,1,0.6535491
48564,0,0.40909854
48565,0,0.04931981
48566,1,0.8923274
48567,1,0.77572066
48568,0,0.48853323
48569,1,0.84692883
48570,1,0.77853376
48571,1,0.6019449
48572,1,0.5137495
48573,0,0.15297358
48574,1,0.7348865
48575,0,0.09460337
48576,0,0.0006562825
48577,1,0.7140524
48578,0,0.034359608
48579,0,3.4235997e-10
48580,0,0.07980153
48581,1,0.96623576
48582,1,0.84819156
48583,0,0.45606348
48584,1,0.63490593
48585,1,0.8197643
48586,0,0.152848
48587,0,2.2716331e-05
48588,0,0.115279965
48589,0,0.015910752
48590,0,0.06288823
48591,0,0.4474579
48592,0,0.121463485
48593,0,0.12776844
48594,0,0.0048090154
48595,1,0.7945102
48596,0,0.019272994
48597,1,0.9470337
48598,1,0.8255181
48599,0,0.20831886
48600,1,0.6442393
48601,0,0.4972542
48602,0,1.0707641e-08
48603,1,0.7409966
48604,0,0.23673597
48605,0,0.12821107
48606,0,0.17581874
48607,0,0.015119435
48608,0,0.14034006
48609,1,0.9342219
48610,0,0.013259511
48611,0,0.18865119
48612,0,0.28033385
48613,0,1.6173848e-05
48614,0,0.2166475
48615,1,0.55544734
48616,1,0.95561284
48617,0,0.17496526
48618,1,0.9552052
48619,0,0.41249812
48620,0,0.29795957
48621,1,0.86479837
48622,0,0.37262833
48623,1,0.8098399
48624,0,0.14747664
48625,0,0.059250653
48626,0,0.28896517
48627,1,0.9851021
48628,0,0.013972676
48629,0,0.27311808
48630,0,0.06804842
48631,1,0.7934878
48632,0,0.14333029
48633,0,0.09725741
48634,0,0.066827096
48635,0,0.27143624
48636,1,0.5750129
48637,0,0.32110125
48638,0,0.2608282
48639,0,0.21729426
48640,0,0.016582498
48641,1,0.8089772
48642,0,0.0019332203
48643,1,0.84382755
48644,0,0.3415353
48645,1,0.6133695
48646,0,0.46944627
48647,0,0.21664721
48648,0,0.3942321
48649,0,0.21090455
48650,0,0.0023589784
48651,0,0.020139499
48652,1,0.9008203
48653,1,0.782221
48654,0,0.101489194
48655,0,0.21217585
48656,0,0.22156523
48657,0,1.1246409e-06
48658,0,0.11497185
48659,1,0.8685614
48660,0,0.47254866
48661,0,0.36701235
48662,1,0.73876417
48663,0,0.44115785
48664,0,0.3919204
48665,0,0.085373856
48666,0,9.974145e-21
48667,0,0.16433364
48668,0,0.29594365
48669,0,0.17265742
48670,0,0.028423278
48671,0,0.12947522
48672,0,0.101117924
48673,0,0.30744848
48674,1,0.94788486
48675,1,0.87277365
48676,0,0.06522539
48677,1,0.5953676
48678,1,0.5493837
48679,0,0.029268658
48680,0,0.05191898
48681,1,0.9546284
48682,1,0.5059315
48683,1,0.9127411
48684,1,0.8778554
48685,0,0.23901528
48686,1,0.86846703
48687,1,0.82273763
48688,0,0.31035918
48689,0,0.3624797
48690,0,0.09940585
48691,0,0.2915249
48692,0,0.15888922
48693,0,0.054398168
48694,0,0.43087125
48695,1,0.73547673
48696,0,0.1580301
48697,0,0.20852427
48698,0,0.2040449
48699,0,0.3819683
48700,1,0.8083136
48701,0,0.23733716
48702,1,0.72641665
48703,0,0.11143701
48704,0,0.264696
48705,0,0.32470846
48706,0,0.14343692
48707,0,0.16283888
48708,0,0.01840026
48709,0,0.18068336
48710,0,0.2536271
48711,0,0.006381439
48712,1,0.9588912
48713,0,0.056346714
48714,0,0.18972434
48715,0,0.06878016
48716,1,0.55342084
48717,0,0.4391267
48718,1,0.7541875
48719,1,0.6283026
48720,0,0.17256612
48721,0,0.3376153
48722,1,0.5367264
48723,1,0.82762825
48724,1,0.51776296
48725,0,0.26752698
48726,0,0.0037016727
48727,0,0.27400398
48728,0,0.25209424
48729,0,0.38407168
48730,1,0.95111245
48731,0,0.068608746
48732,1,0.83775705
48733,1,0.83955216
48734,0,0.037409194
48735,0,0.18734358
48736,0,0.0029791468
48737,0,0.45387286
48738,1,0.5343782
48739,0,0.011174231
48740,1,0.7927068
48741,0,0.36410597
48742,1,0.61309886
48743,0,0.24143887
48744,0,0.27637306
48745,0,0.14787067
48746,1,0.5454399
48747,1,0.507346
48748,0,0.14734527
48749,1,0.7193329
48750,1,0.69985723
48751,0,0.1650329
48752,1,0.6336727
48753,0,0.37567014
48754,1,0.7598143
48755,1,0.9660396
48756,0,0.03872621
48757,0,0.2196665
48758,1,0.7888472
48759,1,0.8359937
48760,0,0.3199457
48761,0,0.37777555
48762,0,0.10710733
48763,0,0.06172655
48764,0,0.17207846
48765,0,4.445552e-05
48766,0,0.41429284
48767,0,0.17065057
48768,0,0.38221368
48769,1,0.52468336
48770,0,0.38156325
48771,1,0.72194415
48772,1,0.8539708
48773,0,0.09537185
48774,0,0.068173274
48775,0,0.4817933
48776,0,0.034844074
48777,0,0.35408774
48778,0,0.0062906686
48779,1,0.81349266
48780,0,0.36842343
48781,0,0.13950634
48782,0,0.4732285
48783,0,0.064247906
48784,1,0.8516308
48785,0,0.18201083
48786,1,0.5316138
48787,0,0.045672834
48788,0,0.20325927
48789,0,0.3381663
48790,0,0.097008616
48791,1,0.79270554
48792,0,0.075593
48793,0,0.07928592
48794,0,0.29285744
48795,0,0.15648022
48796,0,0.18137045
48797,0,0.20659687
48798,1,0.7981484
48799,0,0.06901455
48800,0,0.38005736
48801,1,0.836145
48802,1,0.97118306
48803,1,0.9587332
48804,0,0.31900972
48805,1,0.8579819
48806,0,0.018681806
48807,0,0.31849557
48808,0,0.41187447
48809,0,0.17039391
48810,0,0.15665264
48811,0,0.1993984
48812,0,0.0044792388
48813,1,0.9288484
48814,1,0.68569124
48815,0,0.08980488
48816,0,0.12982552
48817,0,0.2388636
48818,0,0.029190283
48819,0,0.4212456
48820,0,0.146395
48821,0,0.030255638
48822,0,0.30022714
48823,0,0.16237421
48824,0,0.22127134
48825,0,0.0047139376
48826,0,1.04658984e-13
48827,1,0.53764415
48828,0,0.036910437
48829,1,0.8963782
48830,0,0.3704142
48831,1,0.5962459
48832,0,0.09019384
48833,0,0.004639791
48834,1,0.8000735
48835,1,0.90220726
48836,1,0.711535
48837,0,0.04066757
48838,0,0.4342796
48839,0,0.14890224
48840,0,0.33961588
48841,1,0.8100498
48842,1,0.747165
48843,0,0.07003177
48844,1,0.54424
48845,1,0.61431396
48846,1,0.9804631
48847,0,0.32187122
48848,1,0.69456685
48849,1,0.69841397
48850,0,0.19454624
48851,0,0.21530747
48852,0,0.10642942
48853,1,0.804793
48854,0,0.08454887
48855,0,0.11154569
48856,1,0.5114236
48857,0,2.515813e-05
48858,1,0.5511068
48859,0,0.24720007
48860,0,0.11074925
48861,1,0.71514153
48862,0,0.29135776
48863,1,0.73652446
48864,1,0.76131374
48865,0,0.3242544
48866,0,0.03526892
48867,1,0.76414526
48868,0,0.42893305
48869,0,0.15737782
48870,0,0.048687097
48871,0,0.43962574
48872,1,0.9352277
48873,0,0.10931167
48874,0,0.12165825
48875,1,0.64124334
48876,0,0.1267167
48877,1,0.83549947
48878,0,0.18095033
48879,0,0.052326575
48880,1,0.958377
48881,0,0.093121916
48882,0,0.040832408
48883,1,0.5998226
48884,1,0.7981004
48885,0,0.10706375
48886,1,0.5868512
48887,0,0.02565992
48888,1,0.9373838
48889,0,0.1275566
48890,0,0.09687086
48891,0,0.09401883
48892,1,0.8426197
48893,0,0.16581006
48894,0,0.19228852
48895,0,0.32708913
48896,0,0.23522267
48897,0,0.3219096
48898,1,0.79869914
48899,1,0.5785359
48900,0,0.04178857
48901,0,0.40841252
48902,1,0.97351044
48903,0,0.12295142
48904,0,0.22480161
48905,0,0.19696318
48906,1,0.5472874
48907,0,0.20739682
48908,0,0.07990707
48909,0,0.17786193
48910,1,0.78423935
48911,0,0.39255837
48912,1,0.89201105
48913,1,0.66973263
48914,1,0.6864348
48915,1,0.9383221
48916,0,0.43692493
48917,0,0.14668375
48918,0,0.20162533
48919,1,0.54050964
48920,1,0.6502597
48921,0,0.17798048
48922,0,0.01005805
48923,0,0.023092384
48924,0,2.7169623e-05
48925,1,0.7673322
48926,0,0.1365078
48927,0,0.06269837
48928,0,0.28366286
48929,0,0.421897
48930,0,0.02722519
48931,0,0.25709134
48932,0,0.08315409
48933,0,0.12908833
48934,1,0.5609227
48935,0,0.34974587
48936,1,0.7925787
48937,0,0.16403237
48938,1,0.6713689
48939,0,0.013758525
48940,0,0.082674615
48941,0,0.44030777
48942,1,0.8772797
48943,0,0.24746536
48944,1,0.5008687
48945,1,0.5111034
48946,0,0.32188866
48947,1,0.670679
48948,0,0.16799474
48949,0,0.1708955
48950,0,0.2611602
48951,0,0.13015825
48952,0,0.0764575
48953,0,0.17984974
48954,0,0.32824492
48955,0,0.038722962
48956,1,0.7756261
48957,0,0.027451964
48958,1,0.91284674
48959,1,0.771116
48960,1,0.5057876
48961,0,0.31671774
48962,0,0.14927359
48963,0,0.18650283
48964,1,0.7873653
48965,0,0.2758961
48966,0,0.27473193
48967,1,0.7999085
48968,1,0.67100334
48969,1,0.5637734
48970,0,0.38396284
48971,1,0.65454346
48972,0,0.024514485
48973,0,0.37433442
48974,0,0.0066105598
48975,1,0.9624876
48976,0,0.04191967
48977,1,0.74943995
48978,0,0.04920323
48979,0,0.15805967
48980,1,0.5378985
48981,1,0.86472344
48982,0,0.049444035
48983,0,0.027890041
48984,1,0.6049653
48985,0,0.10031711
48986,0,0.3025201
48987,0,0.19469935
48988,0,0.035623413
48989,0,0.22831789
48990,0,0.23139882
48991,1,0.7875456
48992,0,0.43674424
48993,1,0.59544027
48994,0,0.14327377
48995,0,0.12812577
48996,0,0.21684621
48997,1,0.8514316
48998,1,0.91000056
48999,0,0.08268984
49000,0,0.42087403
49001,1,0.503158
49002,1,0.9071711
49003,1,0.79002374
49004,1,0.7084273
49005,0,0.2217122
49006,0,5.664206e-07
49007,0,0.16453096
49008,1,0.6690935
49009,0,0.056157414
49010,0,0.3863413
49011,1,0.50419354
49012,0,0.06522115
49013,1,0.56139433
49014,0,0.077078745
49015,0,0.1511064
49016,0,0.18608822
49017,0,0.032305233
49018,0,0.410999
49019,0,0.12838697
49020,0,0.27290383
49021,1,0.76024956
49022,0,0.21890229
49023,1,0.8034876
49024,1,0.91792667
49025,0,0.48427835
49026,0,0.40160352
49027,0,0.19537957
49028,0,0.2795619
49029,0,0.066601664
49030,0,0.183021
49031,0,0.39913064
49032,1,0.86089903
49033,0,0.21846403
49034,0,0.22172841
49035,0,0.001059631
49036,1,0.5628832
49037,0,0.2949162
49038,0,0.47309914
49039,0,0.43156576
49040,0,0.028192317
49041,1,0.9222245
49042,0,0.021388287
49043,1,0.6168105
49044,0,0.35829407
49045,1,0.79252315
49046,1,0.84318477
49047,1,0.92781407
49048,0,0.19312438
49049,0,0.05676586
49050,0,0.074362576
49051,0,0.26017436
49052,0,0.12311698
49053,1,0.80904317
49054,1,0.8116037
49055,0,0.17073254
49056,0,0.011556765
49057,1,0.79376644
49058,0,0.03445938
49059,1,0.7761156
49060,1,0.7869294
49061,0,0.4384397
49062,0,0.267363
49063,1,0.83830386
49064,1,0.5633271
49065,0,0.14947698
49066,0,0.0011525321
49067,1,0.59296596
49068,0,0.23204109
49069,1,0.5311664
49070,0,0.0071933493
49071,1,0.95032144
49072,0,0.121911444
49073,0,0.43270105
49074,1,0.8229051
49075,0,0.08802614
49076,0,0.1958008
49077,1,0.80086523
49078,0,0.17446196
49079,0,0.0631345
49080,0,0.09826816
49081,1,0.6475304
49082,0,0.18567215
49083,1,0.80977327
49084,1,0.88843733
49085,0,0.100253955
49086,0,0.0009234559
49087,1,0.9774688
49088,0,0.4408556
49089,1,0.75752467
49090,1,0.8782184
49091,0,0.33795673
49092,0,0.020017488
49093,0,0.26593414
49094,1,0.5690275
49095,0,0.016682567
49096,1,0.9402921
49097,1,0.6733241
49098,0,0.15033634
49099,0,0.0984991
49100,0,0.30703834
49101,1,0.7882331
49102,0,0.029990368
49103,1,0.64867336
49104,1,0.87313604
49105,1,0.88694066
49106,1,0.57591397
49107,0,0.12791932
49108,1,0.7307074
49109,0,0.28954157
49110,0,0.38162926
49111,0,0.2577655
49112,0,0.20100051
49113,0,0.17302428
49114,0,0.043929514
49115,1,0.7244309
49116,1,0.77486473
49117,0,0.30195698
49118,0,0.22343916
49119,0,0.47573248
49120,0,0.1301715
49121,0,0.030534217
49122,0,0.19765322
49123,0,0.047436807
49124,0,0.067969486
49125,0,0.3340867
49126,1,0.6280905
49127,0,0.16634858
49128,0,0.1434314
49129,0,0.061238945
49130,0,0.07563263
49131,1,0.9682315
49132,0,0.39658988
49133,1,0.69158065
49134,1,0.50703657
49135,0,0.39185935
49136,1,0.949545
49137,1,0.960419
49138,1,0.6015794
49139,0,0.036992576
49140,0,0.48781428
49141,1,0.8330363
49142,1,0.59460497
49143,0,0.09377785
49144,0,0.083003856
49145,0,0.070272066
49146,1,0.73431844
49147,0,0.4661318
49148,1,0.6272673
49149,0,0.1775123
49150,0,0.1405065
49151,0,0.04634853
49152,1,0.8611341
49153,1,0.8259072
49154,0,0.17864546
49155,0,0.044033583
49156,0,0.018779557
49157,0,0.16356702
49158,0,0.006417684
49159,1,0.8492741
49160,1,0.66593796
49161,0,0.30918127
49162,0,0.25856027
49163,0,0.43190435
49164,0,0.05777421
49165,0,0.19378753
49166,0,0.031663693
49167,1,0.8311418
49168,0,0.27333024
49169,1,0.62883
49170,1,0.53267354
49171,0,7.04317e-05
49172,0,0.1878874
49173,0,0.07267399
49174,0,4.5288476e-15
49175,0,0.097651444
49176,1,0.63538134
49177,0,0.08453273
49178,1,0.7029515
49179,0,0.08010995
49180,0,0.4893466
49181,0,0.042655572
49182,0,0.13398105
49183,1,0.8297279
49184,1,0.6908187
49185,1,0.81868684
49186,0,0.10465353
49187,1,0.76750374
49188,1,0.7278219
49189,1,0.8538292
49190,0,0.4203155
49191,0,0.008337619
49192,0,0.22725111
49193,0,0.039322425
49194,1,0.79706323
49195,0,0.24551119
49196,1,0.9233586
49197,0,0.24500734
49198,1,0.8343129
49199,0,0.29919678
49200,0,0.06750584
49201,1,0.64290583
49202,0,0.08508019
49203,1,0.7800852
49204,1,0.8817333
49205,0,0.26131755
49206,1,0.866822
49207,0,0.23494795
49208,0,0.3913858
49209,0,0.00085927104
49210,0,0.031066328
49211,1,0.8148578
49212,0,0.4217902
49213,0,0.26991725
49214,0,0.12654196
49215,1,0.78788596
49216,0,0.07658393
49217,0,0.0651063
49218,0,0.36984885
49219,1,0.81633234
49220,1,0.6094058
49221,0,0.20914827
49222,0,0.14906667
49223,0,0.30490306
49224,0,0.15753369
49225,0,0.38733965
49226,0,0.26724303
49227,1,0.829096
49228,1,0.9743029
49229,0,0.38293484
49230,0,0.06919538
49231,1,0.7503483
49232,1,0.7743163
49233,0,0.07767877
49234,1,0.7497035
49235,0,0.20548335
49236,1,0.59667504
49237,1,0.7912028
49238,0,0.36442167
49239,0,0.093760036
49240,1,0.8240921
49241,1,0.8880445
49242,0,0.00331252
49243,0,0.30436355
49244,1,0.7726809
49245,1,0.5992791
49246,1,0.5767086
49247,0,0.4229411
49248,0,0.45785296
49249,0,0.24638215
49250,0,0.1411399
49251,1,0.987614
49252,1,0.8864895
49253,0,0.3243061
49254,0,0.09480523
49255,0,0.15092212
49256,1,0.6079855
49257,1,0.80099726
49258,1,0.94629765
49259,1,0.8325909
49260,0,0.19690086
49261,0,0.2228006
49262,1,0.9145097
49263,1,0.7948105
49264,0,0.19958252
49265,1,0.52978253
49266,0,0.40538955
49267,0,0.09157199
49268,0,0.03537809
49269,0,2.8378886e-07
49270,1,0.75542843
49271,0,0.23828281
49272,1,0.79327875
49273,0,0.41266236
49274,1,0.92452365
49275,0,0.124590285
49276,1,0.82553434
49277,0,0.46435222
49278,0,0.1433262
49279,0,0.44948733
49280,0,0.06111341
49281,0,0.030546108
49282,0,0.19286877
49283,1,0.8615287
49284,1,0.7785643
49285,1,0.9539609
49286,1,0.75902945
49287,1,0.77749866
49288,0,0.1274181
49289,0,0.00032405317
49290,0,0.11846679
49291,0,0.30200234
49292,0,0.18797284
49293,1,0.9474105
49294,1,0.9315832
49295,0,0.12924412
49296,0,0.39439452
49297,1,0.7424216
49298,0,0.3644669
49299,0,0.41660866
49300,1,0.8894143
49301,0,0.08530541
49302,0,0.41660875
49303,1,0.95234746
49304,0,0.0124746645
49305,0,0.46292776
49306,0,0.043424264
49307,0,0.19619066
49308,1,0.5036211
49309,1,0.80606484
49310,0,0.060126897
49311,0,0.13050985
49312,1,0.5689205
49313,0,0.24216938
49314,1,0.65353024
49315,0,0.3068365
49316,1,0.8799793
49317,0,0.31131896
49318,0,0.09760592
49319,0,0.1563217
49320,0,0.48037443
49321,0,0.3496237
49322,0,0.03843222
49323,1,0.8092375
49324,0,0.18026584
49325,1,0.59879875
49326,1,0.81470793
49327,0,0.16384377
49328,0,0.15483284
49329,0,0.0010554015
49330,1,0.9700321
49331,0,0.48549733
49332,1,0.87893635
49333,1,0.64236724
49334,0,0.026818266
49335,1,0.6962915
49336,0,0.19831608
49337,0,0.22635537
49338,1,0.80068725
49339,0,0.011714773
49340,0,0.06422735
49341,0,0.2352923
49342,1,0.95747524
49343,0,0.44549823
49344,0,0.0079861935
49345,0,0.2839829
49346,0,0.1317901
49347,0,0.03439005
49348,1,0.6823989
49349,0,0.033164423
49350,1,0.85701376
49351,0,0.20871651
49352,0,0.07183411
49353,1,0.9701331
49354,0,0.0009124993
49355,1,0.76903266
49356,0,0.17334397
49357,0,0.06628857
49358,0,0.42686096
49359,1,0.83231384
49360,1,0.6906506
49361,0,0.13424894
49362,1,0.5938966
49363,0,0.07018639
49364,0,0.048584346
49365,0,0.0001527366
49366,0,7.022386e-05
49367,0,0.2062282
49368,1,0.79526544
49369,0,0.19583279
49370,1,0.8008464
49371,0,0.29152358
49372,1,0.6286618
49373,1,0.75138867
49374,1,0.5640187
49375,1,0.7302921
49376,0,0.061715875
49377,0,0.21929128
49378,0,0.043407604
49379,0,0.21929361
49380,1,0.82187206
49381,0,0.21385425
49382,1,0.8422942
49383,1,0.8057722
49384,1,0.68885815
49385,0,0.35195366
49386,1,0.61046547
49387,1,0.7084113
49388,0,0.14849411
49389,0,0.11927857
49390,0,0.35702795
49391,0,0.23497233
49392,0,0.4246738
49393,0,0.26582167
49394,0,0.19534178
49395,1,0.8894404
49396,1,0.7597096
49397,1,0.9402828
49398,0,0.030065505
49399,0,0.12704356
49400,1,0.93514866
49401,0,0.029225172
49402,1,0.92084706
49403,1,0.79121494
49404,0,0.32215214
49405,0,0.25850406
49406,0,0.17113748
49407,0,0.12029643
49408,0,0.054659378
49409,1,0.68196476
49410,0,0.04599301
49411,0,0.018097896
49412,1,0.9642277
49413,1,0.6293347
49414,1,0.7742612
49415,1,0.95294714
49416,0,0.48372605
49417,1,0.5749182
49418,1,0.85679954
49419,0,0.076762
49420,0,0.42392063
49421,0,0.0091784
49422,0,0.11588316
49423,0,0.19751707
49424,1,0.7159163
49425,0,0.16949391
49426,1,0.79669535
49427,0,0.28750923
49428,1,0.7843207
49429,0,0.19673605
49430,0,0.45578498
49431,1,0.75336367
49432,0,0.46796778
49433,1,0.52755916
49434,1,0.8092707
49435,1,0.5912115
49436,1,0.8203877
49437,0,0.18390544
49438,1,0.9658378
49439,0,0.0056091617
49440,1,0.92454314
49441,0,0.10853031
49442,1,0.9214575
49443,1,0.58145285
49444,1,0.58833
49445,1,0.82543653
49446,1,0.92029506
49447,0,0.46009424
49448,0,0.42636847
49449,1,0.95589113
49450,0,0.28729913
49451,1,0.77549
49452,1,0.9117158
49453,0,0.39912695
49454,0,0.13185367
49455,0,0.43366262
49456,0,0.034050822
49457,1,0.7749639
49458,0,0.021689571
49459,1,0.89861596
49460,1,0.75026053
49461,1,0.7860763
49462,0,0.12376923
49463,1,0.93489164
49464,0,0.1861187
49465,1,0.93388927
49466,0,0.1316507
49467,1,0.76555276
49468,0,0.15097775
49469,1,0.78690606
49470,0,0.23014665
49471,1,0.95535994
49472,0,0.4926007
49473,1,0.89084554
49474,0,0.0792521
49475,1,0.5893732
49476,1,0.84853697
49477,0,0.25983572
49478,0,0.20833047
49479,1,0.956045
49480,0,0.4376525
49481,0,0.03975903
49482,0,0.19392169
49483,0,0.2500617
49484,1,0.8032983
49485,1,0.8008524
49486,0,0.028644992
49487,1,0.540098
49488,0,0.10491397
49489,0,0.031654507
49490,1,0.86883014
49491,1,0.51818585
49492,0,0.11829902
49493,1,0.6694289
49494,0,0.12133902
49495,0,0.00045144444
49496,0,4.778206e-05
49497,0,0.18896647
49498,1,0.9641749
49499,0,0.41597286
49500,1,0.88538057
49501,0,0.10203247
49502,0,0.28633
49503,0,0.20795393
49504,0,0.43680456
49505,0,0.09580629
49506,0,0.38191676
49507,0,0.18126154
49508,1,0.5533499
49509,0,0.0055126376
49510,0,0.029722555
49511,1,0.6710712
49512,0,0.08988038
49513,0,0.009055127
49514,1,0.73010045
49515,0,0.2205029
49516,1,0.9325613
49517,1,0.9510744
49518,0,0.4684498
49519,0,0.14139958
49520,1,0.729451
